u_1,u_2,u_3,u_4,u_5,u_6,y_1,y_2,y_3,y_4,y_5,y_6
-0.139722799177938,-2.57361491224897,-11.2833747855569,-0.91119318071195,-1.0144481795136,-1.57130860634893,2.67735622841556e-05,-2.27467500200816e-05,0.00045429542763024,-7.13525171560163e-07,-1.74996329948191e-06,2.54262434728673e-06
-0.139970532921635,-2.56873167926412,-11.2841970393992,-0.912328286445017,-1.01751024841718,-1.5723912196749,1.58301515257045e-05,-2.49902525233286e-05,0.000416790632275027,7.38173236642917e-07,1.15435281884972e-05,6.41663815929799e-06
-0.141008718523074,-2.55950738017756,-11.2935511689374,-0.912513249813786,-1.02155075283281,-1.57101146703769,1.01129622589663e-05,-2.69710675063479e-05,0.00038918146137435,1.51447459150593e-06,9.91062605580794e-06,-4.62891009127261e-07
-0.123583387519471,-2.55419072477622,-11.3255138502335,-0.911506884893434,-1.01728623956548,-1.56673541910027,1.52336247511882e-05,-3.03157973260354e-05,0.000385324452269414,-8.45997248466848e-07,-1.47415946347534e-05,-1.15590726155601e-05
-0.0775449565988774,-2.55044981031172,-11.3763375399307,-0.910716048669251,-1.00628777108702,-1.5621879206101,2.27864341323861e-05,-3.06185774306556e-05,0.000383250169457193,-3.98065117410983e-06,-2.71691483778765e-05,-6.87867867404531e-06
-0.0214050832362869,-2.53543593815483,-11.4295369664879,-0.911804731877633,-1.00240664988606,-1.55833131016525,2.89792933318645e-05,-2.7137420298105e-05,0.000347997703657995,-1.9787971920689e-06,7.5241420758485e-06,1.33406299682457e-05
0.0269104085345405,-2.50083523146798,-11.478879665262,-0.915519293690112,-1.0062417544827,-1.54679038591142,3.03967648770464e-05,-2.74961063357821e-05,0.00026208723625533,4.86095010597045e-06,4.83201513781842e-05,1.35427494767729e-05
0.0898618046650447,-2.45164026949657,-11.5400241365653,-0.921494310702856,-0.98946894663983,-1.51192736769776,1.65557777266586e-05,-3.27849783950815e-05,0.000132885931301235,5.48895519713093e-06,1.14532701175817e-05,-2.55713055854363e-05
0.197805318476308,-2.39545431178043,-11.6341184106652,-0.929348984920644,-0.928699916884583,-1.4467883088803,-7.34140451533821e-06,-3.00260416984821e-05,-3.46642765321255e-05,-9.13590134916989e-06,-7.57649676870277e-05,-4.76419557533011e-05
0.311309055576018,-2.32356520454721,-11.7777006518661,-0.940183862459463,-0.850250384278522,-1.3604497553519,-1.1295063528386e-05,-1.29327503618154e-05,-0.000267996063704224,-3.12435084920275e-05,-4.16018713165251e-05,2.70607329484645e-05
0.341035023912707,-2.21577119434579,-12.0027093086167,-0.956548088418762,-0.796822777248222,-1.25389696375711,7.77258685419226e-06,3.58071937762121e-07,-0.000629374555904328,-4.88165127102216e-05,0.000177589449126448,0.000168146220904985
0.299489120843401,-2.0808616539432,-12.3559559858944,-0.979781136358048,-0.731411609249006,-1.09033583888902,-1.47740869423814e-05,2.01805337089139e-06,-0.00119708345751891,-7.73133702568459e-05,0.000329970969571942,0.000242886951162363
0.372378238485265,-1.98158041079147,-12.8404325925299,-1.00662938282606,-0.544739312048546,-0.818052729644707,-0.000106587153418249,5.82796939441579e-05,-0.00206007550940574,-0.000159799973903095,0.000195876105699913,0.000257067997239586
0.721708178137955,-1.98735405761887,-13.3780134647543,-1.03049995458563,-0.242685907080948,-0.446546595329743,-6.73000164777134e-05,0.000294414764206079,-0.00336131409129831,-0.000325407704951084,0.000203041152023843,0.000553387459790261
1.24019750779984,-2.09199835149626,-13.8756108088534,-1.04710547721301,-0.0660891858949414,-0.0809272499309621,0.000521390184661211,0.000769519418667042,-0.00537208603706672,-0.000572292361477266,0.001202195932346,0.00158870006648393
1.64547710023051,-2.20580774383401,-14.2945507725736,-1.05701630547008,-0.248905255474086,0.167249987102748,0.00200060600462714,0.00141122429092594,-0.00851510588238665,-0.000900701265480058,0.00323029592843876,0.0033989490218312
1.79493298801171,-2.24504932594789,-14.5961404464885,-1.06276590351149,-0.646496106033435,0.31132297410567,0.00441338241852353,0.00213026043108802,-0.0132387404609201,-0.00134145031611588,0.00504945086584849,0.0054946031416529
1.77215189128215,-2.21097306889107,-14.6968263848462,-1.06462409214402,-0.837080752042577,0.481559627391899,0.00763921856427899,0.00296358866422966,-0.0198360738762666,-0.00194766561585251,0.00573580877446979,0.00752308547245695
1.71650623509865,-2.18338815645324,-14.5969951079555,-1.06072306544056,-0.65410903255284,0.76571744738241,0.0116905372371878,0.00407948485752132,-0.0285046226619187,-0.00277120583702115,0.00616544650839047,0.00985855395741185
1.69308552846022,-2.23614891285785,-14.4531373182562,-1.05258384393489,-0.363857363431489,1.09763645340276,0.0168298749636992,0.00563677710844987,-0.0396479605945829,-0.00385355124541886,0.00790015650938685,0.0133011694289072
1.70687538869388,-2.34860046559064,-14.3685816856543,-1.04791546723576,-0.261075545789995,1.33403840814382,0.0234279984234918,0.00763576476620904,-0.0539832739243764,-0.00524591071739966,0.011223012179416,0.0182657753745611
1.73315458013425,-2.42849913769284,-14.2526056073465,-1.05261856376072,-0.33487715800771,1.4135383329683,0.0317734732179339,0.00997436264898291,-0.0722654395014928,-0.007046362658567,0.0152590852384372,0.0245202743365052
1.73373924754076,-2.4493359067906,-14.037539901393,-1.06068884351438,-0.410497065314497,1.3972052291556,0.0420523895782796,0.0127037238074767,-0.0950318573934393,-0.00940402108864738,0.0195265075604048,0.0317516559710796
1.70590818442618,-2.51534942716525,-13.8170358231828,-1.06156439210807,-0.41794049675882,1.37963538717862,0.0545369889690012,0.0161275916002691,-0.122827791078132,-0.0124602978121823,0.0244482626005837,0.040073086018565
1.69095956523781,-2.72103011200113,-13.6766571716868,-1.06070618418354,-0.408199632770891,1.40804210767755,0.0697651460381072,0.0205405568798155,-0.156562860081739,-0.0163056880020285,0.0305750570219391,0.04993855018277
1.71091416079125,-2.99296050600372,-13.5842784850151,-1.07758266367692,-0.414649032925316,1.47106626786654,0.0883763976058127,0.0259728013977847,-0.197299500164998,-0.0210595788619358,0.0380399833549887,0.0618504381076185
1.73430924016098,-3.17173983670574,-13.4872845917104,-1.10995799625828,-0.41780838004158,1.52207170228891,0.110762854681122,0.0323385971222017,-0.245762396746813,-0.026993429939316,0.0468554859414628,0.0762267759369399
1.7254871793331,-3.23252192716666,-13.3889196096528,-1.11797353251296,-0.416162772376307,1.51048778021486,0.137209321841994,0.0397429019391534,-0.302627048163931,-0.034469862889032,0.0572580346839393,0.0933554934383404
1.69369599982744,-3.31878285785935,-13.3123807204402,-1.07176533902342,-0.437807821528664,1.42601088082664,0.168633066350416,0.0485058018211801,-0.369545810681422,-0.043719409629503,0.0695289536870261,0.113333733374206
1.66928036426154,-3.54020150931332,-13.2533526369084,-1.00284396300685,-0.482703258780861,1.32335996083597,0.206744415145895,0.058943646837493,-0.449327697418122,-0.0548206209649231,0.0837767727165482,0.136198086078204
1.66298974442717,-3.84977356223481,-13.1882107887407,-0.969729996129033,-0.522063893628984,1.26828634873845,0.252777255082253,0.0712423049014915,-0.544387796723403,-0.0680017600300406,0.100120117847489,0.1622834838911
1.66466752475279,-4.14974477688339,-13.1107171076244,-0.977349383039013,-0.550034084099741,1.26352741346415,0.306359776400796,0.0855508260113315,-0.655323127098749,-0.0838134188519782,0.118847336077086,0.192224006861206
1.66394603452774,-4.40225295714529,-13.0383158740358,-0.976900262977132,-0.582186612957154,1.26938558666139,0.366693892292328,0.102087689013548,-0.782118879275035,-0.102857428725894,0.140237279866934,0.226505275201232
1.65741548295499,-4.60130355950559,-12.9855878976625,-0.945179688287656,-0.618450707235554,1.26190947965759,0.434905767816763,0.121088300406639,-0.926642462974993,-0.12551019796686,0.164447430943762,0.265365507808824
1.64003911631351,-4.73023001198239,-12.9374756829816,-0.909625134884564,-0.651436719302419,1.23514410295625,0.513955297365124,0.142678030915437,-1.09236864329481,-0.152100163112097,0.191661546884043,0.309051357112074
1.61547001096308,-4.81065080914683,-12.8661928699144,-0.894246801725074,-0.68810861026902,1.19344859614653,0.605804513051551,0.166823226924232,-1.28178019335248,-0.183176163897306,0.222126658129159,0.357834322958305
1.6049287809904,-4.90592670471783,-12.7712371258019,-0.890355548741105,-0.737368884953919,1.15356900876691,0.710211776637776,0.19334816496779,-1.49608421947309,-0.219433627769441,0.256029527590639,0.411967331689497
1.62505903801954,-5.03136043781633,-12.6784295986253,-0.880928108712388,-0.792120428157442,1.13049883273629,0.827147571045003,0.222044853593524,-1.73717256617725,-0.26153785080418,0.293472505528101,0.471732286104788
1.66598641697444,-5.13974273185351,-12.6060169510446,-0.867644625759793,-0.841396504456847,1.12203939152738,0.958573763570219,0.252976284898851,-2.00800683473674,-0.310111238756127,0.334575041540245,0.537423817087237
1.69924356635695,-5.19259702089676,-12.5540295031918,-0.861397050162786,-0.883941463177738,1.11652453524199,1.10675039933668,0.286581327510056,-2.31138977054173,-0.365853199704556,0.379471124718013,0.609252040749349
1.70539591275118,-5.2073498401577,-12.5279379791915,-0.857318283902022,-0.918260391573576,1.10615986000934,1.27256206635359,0.323137430253856,-2.64937815302553,-0.429582352450399,0.428222364827195,0.6873357938544
1.69673279632502,-5.23190841728933,-12.5459844899105,-0.84572214950219,-0.944282840421103,1.08521717324082,1.45652464146399,0.362350272769453,-3.02415943400789,-0.502114379754344,0.480851013273173,0.771747527724174
1.70619518701884,-5.30370515237533,-12.6115294371101,-0.833175998580485,-0.977097226860805,1.05195604324482,1.66038820717493,0.404333221896627,-3.4386313185134,-0.584239117628111,0.537375468424631,0.862463138457221
1.74526427910067,-5.43104331979352,-12.6999813036321,-0.826759035817543,-1.02983126722473,1.02004842677659,1.88659319376267,0.451137201570594,-3.89548589973547,-0.676836430468655,0.597701602504374,0.959334993106935
1.78846973435592,-5.5909217777718,-12.7776230027929,-0.821697709083494,-1.08595266792147,1.00721243163543,2.13648184981208,0.50593244966367,-4.39642834040144,-0.780840011997816,0.661574886911847,1.06220771127395
1.81318506828826,-5.74157871850587,-12.8271853640725,-0.818754446714209,-1.11965136680177,1.01225573009314,2.40999366251984,0.569219147166901,-4.94277624806581,-0.897136993598191,0.72872920218076,1.1709326695587
1.8345370798073,-5.85886301858556,-12.8631224186222,-0.829266437518121,-1.13623603629596,1.01479438337146,2.70730503021784,0.636560103000108,-5.53650568630781,-1.02662192354988,0.798955650412782,1.28523170700088
1.8851078368944,-5.95713744227119,-12.9101108751328,-0.856643697768506,-1.16005569515843,0.994986642122394,3.03003673121032,0.702353321742818,-6.18040806816856,-1.17026353312067,0.871931327672068,1.40461815623516
1.97297595230036,-6.05361425225344,-12.9711216385346,-0.890950772994956,-1.19268203153421,0.948077777102213,3.3804248586457,0.766543880982092,-6.87689517850536,-1.32902667624359,0.947096422785916,1.52844811669834
2.07063177534598,-6.12636761101202,-13.0323425706756,-0.926298026321498,-1.20752785895244,0.883595495068454,3.75999485083624,0.835606657608262,-7.62698013464643,-1.50379161346312,1.02375768640767,1.65597889006552
2.14406490467969,-6.14027534887404,-13.0869958029851,-0.963899319976329,-1.19015364958296,0.81470618622774,4.16940890441863,0.9150130637984,-8.43114804028479,-1.69541496539779,1.10125712159845,1.78638723533751
2.18501382796044,-6.09978394927289,-13.140750192969,-0.992801670848906,-1.16458234805019,0.753469338845145,4.6090871497707,1.00195121606041,-9.29075753844349,-1.90478190211488,1.17893604327908,1.91873358081993
2.20877586889051,-6.04597407015699,-13.1996445386098,-0.98485191258455,-1.1597128300968,0.711968996820278,5.07954016871151,1.0886247594196,-10.2076408415081,-2.13272250093009,1.25591281618172,2.05194135968188
2.23469355242609,-6.01461909424678,-13.2573951234783,-0.921588430358245,-1.16395728622359,0.695656268932532,5.58141754135923,1.17279814019779,-11.1825602456073,-2.37989093219123,1.3310137245539,2.18483041049118
2.27777175216482,-6.01999440008169,-13.2995456953826,-0.824002355960702,-1.13641771128142,0.688171551492646,6.11549528211505,1.26083348197144,-12.2149063661617,-2.64675720490396,1.40297070959199,2.31614750479329
2.33950951164182,-6.04705648455965,-13.3160753998842,-0.745288532535349,-1.07436252950074,0.663397937473065,6.68241366765164,1.35794199660182,-13.303857045951,-2.93372669540953,1.47064188700236,2.44445223510043
2.40423608180618,-6.05429787062867,-13.3094252386279,-0.722263006442427,-1.0432989215466,0.625308698096369,7.28221396603065,1.45975937466039,-14.4490645138139,-3.24126041646611,1.5328811561416,2.56801982418057
2.45586421443368,-6.02488214020349,-13.2918514142728,-0.742198577392891,-1.07469838188299,0.610057959747819,7.91430580731436,1.5588143166635,-15.6501514693541,-3.56980064998301,1.58806245145491,2.68501914325861
2.49363071243522,-5.99481843560408,-13.2659943527761,-0.768155140277734,-1.05495155031738,0.626697319941172,8.57802825672079,1.65586958296089,-16.9059475376842,-3.9195509633952,1.63404670383692,2.79375906417816
2.52443656144147,-5.99257749433959,-13.2146785869049,-0.777255367070461,-0.866050793046408,0.631488827781245,9.27302438663351,1.75717999842075,-18.2143137549359,-4.29040258391535,1.66906196699113,2.89250805293993
2.55100994610135,-6.00084763612425,-13.1346723919985,-0.766834039650347,-0.688257674055584,0.608988074006062,9.99885491291552,1.86258124074378,-19.5726947807311,-4.68201901872289,1.6922781703996,2.9790747242234
2.57647079511336,-6.00340144655566,-13.063665186725,-0.754164214334434,-0.945118722501705,0.636469172957263,10.7545135598313,1.96518777714495,-20.9785435093764,-5.09385127561054,1.70260024069392,3.05098369770361
2.60527382122504,-6.00944898387859,-13.0314980394705,-0.774272029104727,-1.75798200668322,0.767373867966289,11.5386246297261,2.06280579799145,-22.4289582293523,-5.52514797613728,1.69697554087386,3.1062816550803
2.63049860891531,-6.00255239331001,-13.0044535450702,-0.837015903481362,-2.6515451980734,0.835808708469153,12.3498237050272,2.16071453761589,-23.9202528072544,-5.97507178592419,1.67120132289524,3.14375131412165
2.63637583433433,-5.94028800914251,-12.9213497539479,-0.889934278296434,-3.07959020008391,0.540723052183797,13.1865809484677,2.26103232591306,-25.4481227759764,-6.44264046604032,1.62271433811952,3.16158918085215
2.62218528072384,-5.82854662079335,-12.7622795547844,-0.867859779081835,-3.03434832621531,-0.129046646128048,14.0468576737716,2.35729811554318,-27.0081020234381,-6.92641901663162,1.55099786374201,3.15614174513951
2.6063948049681,-5.71877023121025,-12.572512555687,-0.779596556109305,-2.88094587174269,-0.746865183523131,14.9281782630276,2.44365322880325,-28.5955241325884,-7.42438880982451,1.45508571697722,3.12348215517487
2.59866264336412,-5.6201469315804,-12.4120543222608,-0.703080643124227,-2.83564355218235,-0.951015547221141,15.8278787044565,2.52308079827717,-30.2050170738393,-7.934242837926,1.33226497621492,3.06204831038683
2.58873053299671,-5.48691391325114,-12.2822906548415,-0.686265337872362,-2.83718497836421,-0.845595243234386,16.7432256620858,2.6016505915026,-31.830466316568,-8.45369427762975,1.1792663767603,2.9717463878571
2.56343335151171,-5.3147670911216,-12.1240660869039,-0.69880110402338,-2.7790509700013,-0.737956046925204,17.6714563043622,2.6787752431242,-33.4656535962077,-8.98030781278445,0.993518859588903,2.85126602970063
2.5209018503251,-5.17609236342915,-11.8876283213378,-0.697372856410749,-2.6564557149078,-0.743901749688505,18.6096268299341,2.74783125645979,-35.1044895613112,-9.51111049271494,0.772997088227695,2.69791483090908
2.4701784749163,-5.10487433651934,-11.595410569485,-0.691849511903072,-2.51317915870353,-0.777363656069322,19.5542548278958,2.80419800198914,-36.740325906213,-10.0425700865871,0.515604907055005,2.50927193805157
2.42220190707702,-4.99293795360953,-11.3204465381556,-0.708685450349168,-2.37312043753463,-0.761534086659758,20.5012504839004,2.84868811332647,-38.3655889085065,-10.5709271716578,0.219094804421862,2.28392049876954
2.37853211594716,-4.72428834662704,-11.096515283213,-0.726922296567595,-2.24797837587423,-0.717331651891786,21.4463474103492,2.8838899428013,-39.97255196681,-11.0922904185041,-0.11869727574991,2.02090350791868
2.32871468142206,-4.43039545327817,-10.863335506028,-0.704686284480665,-2.15461036698237,-0.697022926935717,22.3855284079338,2.91025619095458,-41.5541449032327,-11.6023508165453,-0.499790847248355,1.71922798089932
2.26320304284169,-4.45604271832692,-10.5356989327968,-0.651181308427672,-2.10138114917448,-0.716914763811912,23.314960807901,2.92615857382059,-43.1034840060584,-12.0962379803094,-0.92611302567029,1.37796086434679
2.18299124657712,-4.9311906732417,-10.1347543041493,-0.624360178699598,-2.07534850773347,-0.754329725210212,24.2305628816804,2.93001121814014,-44.6128367483422,-12.5687695114963,-1.39944246466936,0.996476593577774
2.09499721813638,-5.51920324068132,-9.78794490745986,-0.657587072339841,-2.05451257357032,-0.776838197037042,25.1277680591657,2.92152167218948,-46.0737475619627,-13.0147142828906,-1.92129550828142,0.574557475673754
2.00797572255174,-5.79755444413617,-9.55727127451989,-0.707125904166813,-2.02682351281671,-0.774775832958662,26.0017074805488,2.90115424045787,-47.4781911796987,-13.4287459773337,-2.49291132576748,0.112440530875533
1.93185697312552,-5.7283657621536,-9.33753059057828,-0.692439815318926,-1.99468049185428,-0.771442801132847,26.8474275416593,2.86829510930896,-48.8190382169264,-13.8051036671269,-3.11529809066257,-0.389214870420839
1.86182838919236,-5.54866726791661,-8.99178348943245,-0.618997091133863,-1.96168655721312,-0.792261424684681,27.6600042804716,2.82008571510978,-50.0893712737762,-14.137302046627,-3.78924500432928,-0.92944907480207
1.7716891952397,-5.39470193493543,-8.52542642807178,-0.630044306773037,-1.92238033643144,-0.829490824761635,28.4347505296893,2.75349086070656,-51.2818303356457,-14.4184532250376,-4.51527561150394,-1.50701251111663
1.64256321652855,-5.22025781635016,-8.0696018798534,-0.832095939435565,-1.87265983077445,-0.853189183032913,29.1673197898369,2.66915519434766,-52.3888871933062,-14.6421441745752,-5.29357367148185,-2.12019745481381
1.49702408258969,-4.98251533116594,-7.73351755402615,-1.03426548526853,-1.82053383541107,-0.853644195755317,29.8534051463422,2.57114892608157,-53.4035701425894,-14.8027412140014,-6.1239507532049,-2.766696001946
1.38902156647722,-4.75027981203244,-7.49698561597155,-0.820224183661193,-1.7763092169793,-0.851299474410096,30.4883319287746,2.46133542241973,-54.3198353209619,-14.8942045345279,-7.00586402064938,-3.44368820990435
1.33193989757398,-4.62523661496628,-7.22837175378728,-0.0582774835599271,-1.73821495463983,-0.859790596040782,31.0671751733968,2.33671212253755,-55.132384250472,-14.9086626912967,-7.93842944631246,-4.14801331779541
1.24725479931516,-4.61408189677283,-6.83058997549389,0.805972458657782,-1.69599865860653,-0.867701992636238,31.5853569884018,2.19449781105898,-55.8361387646887,-14.8373553224765,-8.9203795488836,-4.87612099001283
1.04762536023065,-4.60604399382579,-6.3933767787867,1.23566755540843,-1.64705285155263,-0.863867640004832,32.0388634009578,2.03605270310344,-56.4260070189848,-14.6733613113334,-9.95000406320206,-5.62392909210821
0.803568873060374,-4.49308565804392,-6.10727793010481,1.19484401031753,-1.5989369986579,-0.856484587954039,32.4237169397947,1.86375244387169,-56.8974649595585,-14.4118374319109,-11.0251598735448,-6.38684145808848
0.723401741998044,-4.29849900386488,-5.9525536232824,1.01373663214171,-1.55567228385291,-0.859834371660489,32.7355982790933,1.67809612520538,-57.2473203272516,-14.0474911257282,-12.1433153135205,-7.15986383968912
0.813935004968066,-4.13768603573322,-5.59232097065272,0.916383429463456,-1.51267153793453,-0.872284810879129,32.9705526188294,1.47876725636442,-57.4733846209454,-13.5734598212052,-13.3015390157173,-7.93765370188135
0.651737929753861,-4.06410294312903,-4.75986250057712,0.8899197359326,-1.46716277402322,-0.876775178269784,33.1260157937999,1.26640938596076,-57.5733173765822,-12.9825524371136,-14.496450269496,-8.71445311012749
-0.188683854498257,-4.01657997049302,-3.6951449519872,0.863171043603382,-1.42296698724949,-0.863007343251749,33.200362631358,1.04258661627304,-57.5449353549034,-12.2684455375494,-15.7242153768279,-9.48403203446888
-1.43789849387794,-3.92471228186124,-2.92682256697757,0.837383664732821,-1.38219777400328,-0.836358102567665,33.1911393035096,0.808484596043504,-57.3877650582272,-11.425665560951,-16.9805841594774,-10.2397972839921
-2.29823032110971,-3.81450834351575,-2.65985492987254,0.854323093932781,-1.34237919085485,-0.803054836547366,33.0946301735205,0.564916527009332,-57.1029273067677,-10.4491149757983,-18.2608984459883,-10.9749223526185
-2.43513513729838,-3.78509809163,-2.66251893835559,0.919389233112612,-1.30260264208713,-0.765414737034594,32.9078170814252,0.313010740653907,-56.6917798962545,-9.33395158938579,-19.5600931066383,-11.6823274601984
-2.28514727299668,-3.88038201739441,-2.65853969732503,0.988575089447555,-1.26375988637178,-0.734394856160644,32.6297185884138,0.0539704987539763,-56.1559280154836,-8.07580609027388,-20.8727256223986,-12.3546672098548
-2.33698011846831,-4.02300042337686,-2.59411888116576,1.01326768214578,-1.22543335046837,-0.723432933037879,32.2603045058315,-0.211161725324283,-55.4981025805022,-6.67098704677852,-22.1929920862542,-12.9844614250471
-2.58953095828201,-4.1148314886069,-2.5499783967163,0.989246693736056,-1.18826746065858,-0.717307097608014,31.7991312154988,-0.480630164846147,-54.7223195810291,-5.11659783226845,-23.5147351801294,-13.5642098005275
-2.79368631279169,-4.17192511395415,-2.56357392741136,0.958665461527477,-1.15546524833044,-0.671173735421863,31.2456255609448,-0.751784579812954,-53.8333392477457,-3.41049289441656,-24.8314851430884,-14.0862895501412
-2.87997591349709,-4.28898612938448,-2.60330240117705,0.957417863309632,-1.12834007662185,-0.577070094443476,30.60017563399,-1.02237522403764,-52.8362742984886,-1.55103357234534,-26.1365045215697,-14.5427765749799
-2.97280915190685,-4.47261799923543,-2.64878189710924,0.975449216639818,-1.10362630477819,-0.511813777201734,29.8642635236062,-1.2911735850529,-51.7368329767637,0.462980117948854,-27.4228082958231,-14.9256627210364
-3.13848211092884,-4.61369344080124,-2.7273793320761,0.978335755379788,-1.07535125693794,-0.5354338620042,29.039567576819,-1.55706054965791,-50.5417511094069,2.63192005710351,-28.6831934903086,-15.2274795496572
-3.29867524842271,-4.66087226209343,-2.86899446053873,0.955984705470627,-1.03982637265831,-0.532611231533451,28.1273978793104,-1.81796888481785,-49.2588356200533,4.95483947814088,-29.9102797301139,-15.4414030414124
-3.37847932690941,-4.70965720258732,-3.0555398845229,0.930591664430838,-1.00222340143395,-0.285686689650697,27.1291870460647,-2.07099011218361,-47.8964753565866,7.42950947326897,-31.0965496973938,-15.5604321344548
-3.41554861899861,-4.85152468184986,-3.24013221186142,0.916123291224272,-0.971892090124904,0.218169872182701,26.0473323620105,-2.31385552719422,-46.4632310113994,10.0528642429287,-32.2344306192423,-15.5770438106177
-3.48234157560447,-5.04269432614339,-3.40642116820146,0.896835252643186,-0.945456193821499,0.699976051706526,24.8853951217896,-2.54589747894907,-44.9680796673631,12.8211651489592,-33.3163800073779,-15.4845756004915
-3.57540985280595,-5.19751942959723,-3.58357509368383,0.852727662928961,-0.905482991021104,0.924213400793268,23.647434177967,-2.76652356265758,-43.4208610992575,15.7297838049116,-34.3348894084531,-15.2784883351285
-3.6407209920415,-5.33867416598872,-3.80755480487919,0.785584507313951,-0.84617807809694,0.946047003244169,22.3372943782046,-2.9730920580275,-41.8321234824623,18.773034771823,-35.2824621320257,-14.9551327281203
-3.66532362076609,-5.56122139894644,-4.08207839681723,0.714314473541371,-0.787349369622425,0.942505208350641,20.9587634333007,-3.16173871829808,-40.2124503765437,21.944200354969,-36.1516947638446,-14.510017505215
-3.68387126755538,-5.86012674832624,-4.37214246058154,0.652339447174916,-0.744727296107521,0.976081364101027,19.5162958368198,-3.33050720778225,-38.5721711413626,25.235590485825,-36.9354296169848,-13.9382420914045
-3.71350383320008,-6.10184499154549,-4.6435155294902,0.592001924027577,-0.698547794602923,1.00976131577149,18.0152088976487,-3.48042678614316,-36.9217158463989,28.6385656854191,-37.6268055339142,-13.2360380736316
-3.73312586267769,-6.21169060771093,-4.91172630270461,0.518127222462117,-0.623046150891156,1.03550645879731,16.4610857772926,-3.61198498482043,-35.271960335897,32.1435288332866,-38.2191866240287,-12.4012066065578
-3.72660555750025,-6.31740489655609,-5.22132569587932,0.430069591896424,-0.542078898704003,1.08455431315791,14.8593666529014,-3.72109217730341,-33.6340661595402,35.7399335666202,-38.7061812623735,-11.4324542940249
-3.7091066660214,-6.57873855963533,-5.56758208272409,0.339662828733045,-0.498907732300039,1.15704143321273,13.2156446334659,-3.80208046323681,-32.0190310816222,39.4163362671511,-39.0818858286754,-10.3290396857474
